259	8633.333330	B	54032	51.169	51.933	52.482
264	8800.000000	P	113912	52.309	52.792	53.250
261	8700.000000	B	51800	51.117	51.672	51.935
262	8733.333330	B	46048	51.092	51.765	52.195
263	8766.666670	B	46048	51.092	51.765	52.195
268	8933.333330	P	135024	52.286	53.059	53.376
265	8833.333330	B	45208	50.990	51.761	52.196
266	8866.666670	B	51440	50.905	51.684	52.135
267	8900.000000	B	48544	51.002	51.759	52.373
272	9066.666670	I	225792	53.887	54.599	54.724
269	8966.666670	B	39600	51.251	52.542	52.950
270	9000.000000	B	39600	51.251	52.542	52.950
271	9033.333330	B	464	53.882	54.596	54.706
276	9200.000000	P	145360	52.310	53.240	53.373
273	9100.000000	B	50360	51.158	52.586	52.688
274	9133.333330	B	60272	51.116	52.113	52.278
275	9166.666670	B	50784	51.058	52.454	52.366
280	9333.333330	P	131312	52.424	53.390	53.518
277	9233.333330	B	36048	51.099	52.316	52.671
278	9266.666670	B	36048	51.099	52.316	52.671
279	9300.000000	B	45376	50.830	52.341	52.372
284	9466.666670	P	122944	54.406	53.812	54.104
281	9366.666670	B	40344	51.092	52.224	52.490
282	9400.000000	B	36304	50.983	52.712	52.793
283	9433.333330	B	48144	52.561	52.479	52.682
288	9600.000000	I	99288	56.869	55.965	56.083
285	9500.000000	B	208	54.406	53.812	54.104
286	9533.333330	B	18792	53.107	53.099	53.565
287	9566.666670	B	18792	53.107	53.099	53.565
292	9733.333330	P	29208	56.692	56.384	56.611
289	9633.333330	B	21552	53.685	53.885	54.435
290	9666.666670	B	22944	53.976	54.412	54.889
291	9700.000000	B	13480	55.059	55.542	55.955
296	9866.666670	P	12040	56.718	57.047	57.342
293	9766.666670	B	1032	56.572	56.700	56.917
294	9800.000000	B	1504	56.226	56.884	57.158
295	9833.333330	B	1464	56.676	57.228	57.532
300	10000.000000	P	3216	68.151	68.020	71.200
297	9900.000000	B	1112	56.613	57.177	57.381
298	9933.333330	B	136	68.291	66.998	69.739
299	9966.666670	B	136	67.764	66.998	69.739
304	10133.333330	I	656	76.122	92.170	92.170
301	10033.333330	B	160	72.010	73.844	78.947
302	10066.666670	B	160	72.010	73.844	78.947
303	10100.000000	B	160	72.010	73.844	78.947
308	10266.666670	P	160	75.886	92.170	92.170
305	10166.666670	B	136	76.122	92.170	92.170
306	10200.000000	B	136	76.122	92.170	92.170
307	10233.333330	B	136	75.886	92.170	92.170
312	10400.000000	P	160	75.686	92.170	92.170
309	10300.000000	B	136	75.886	78.947	92.170
310	10333.333330	B	136	75.735	92.170	92.170
311	10366.666670	B	136	75.785	92.170	92.170
316	10533.333330	P	192	84.388	92.170	92.170
313	10433.333330	B	136	83.566	92.170	92.170
314	10466.666670	B	136	83.419	92.170	92.170
315	10500.000000	B	136	83.419	92.170	92.170
320	10666.666670	I	528	98.190	92.170	92.170
317	10566.666670	B	136	89.159	92.170	92.170
318	10600.000000	B	136	89.159	92.170	92.170
319	10633.333330	B	136	89.159	92.170	92.170
324	10800.000000	P	160	98.190	92.170	92.170
321	10700.000000	B	136	98.190	92.170	92.170
322	10733.333330	B	136	98.190	92.170	92.170
323	10766.666670	B	136	98.190	92.170	92.170
328	10933.333330	P	160	98.190	92.170	92.170
325	10833.333330	B	136	98.190	92.170	92.170
326	10866.666670	B	136	98.190	92.170	92.170
327	10900.000000	B	136	98.190	92.170	92.170
332	11066.666670	P	160	98.190	92.170	92.170
329	10966.666670	B	136	98.190	92.170	92.170
330	11000.000000	B	136	98.190	92.170	92.170
331	11033.333330	B	136	98.190	92.170	92.170
336	11200.000000	I	528	98.190	92.170	92.170
333	11100.000000	B	136	98.190	92.170	92.170
334	11133.333330	B	136	98.190	92.170	92.170
335	11166.666670	B	136	93.419	92.170	92.170
340	11333.333330	P	160	89.159	92.170	92.170
337	11233.333330	B	136	86.149	92.170	92.170
338	11266.666670	B	136	86.149	92.170	92.170
339	11300.000000	B	136	86.149	92.170	92.170
344	11466.666670	P	8120	61.602	62.144	60.441
341	11366.666670	B	464	71.785	92.170	92.170
342	11400.000000	B	616	67.682	74.688	70.323
343	11433.333330	B	1136	62.855	65.393	63.199
348	11600.000000	P	18352	59.091	58.657	58.092
345	11500.000000	B	232	61.543	62.144	60.441
346	11533.333330	B	3432	58.503	59.484	58.418
347	11566.666670	B	3432	58.503	59.484	58.418
352	11733.333330	I	177552	54.352	52.866	54.016
